Ebene;Von;Nach;Miete;Beliebtheitsfaktor
1;Doha;Londyn;2247100;0.181
1;Doha;Los;625700;0.033
1;Doha;Madryt;776200;0.084
1;Doha;Mediolan;666000;0.118
1;Doha;Male;384500;0.203
1;Doha;Malta;41800;0.016
1;Doha;Manchester;739100;0.103
1;Doha;Manila;1558100;0.162
1;Doha;Maputo;113800;0.082
1;Doha;Melbourne;1056700;0.099
1;Doha;Miami;494700;0.03
1;Doha;Montreal;373200;0.037
1;Doha;Monachium;523200;0.072
1;Doha;Maskat;346800;0.462
1;Doha;Nairobi;352700;0.146
1;Doha;Nowy;1219000;0.068
1;Doha;Nicea;115400;0.031
1;Doha;Oslo;337300;0.062
1;Doha;Pekin;417300;0.047
1;Doha;Perth;760000;0.148
1;Doha;Filadelfia;560700;0.081
1;Doha;Phuket;658300;0.148
1;Doha;Praga;280600;0.061
1;Doha;Rangun;110300;0.04
1;Doha;Rzym;585000;0.095
1;Doha;São;274000;0.023
1;Doha;Sarajewo;53600;0.051
1;Doha;Seul;463200;0.03
1;Doha;Seszele;153000;0.152
1;Doha;Szanghaj;413500;0.037
1;Doha;Singapur;1000300;0.074
1;Doha;Skopje;41300;0.032
1;Doha;Sofia;126100;0.059
1;Doha;Petersburg;98400;0.035
1;Doha;Sydney;1550900;0.113
1;Doha;Tbilisi;116300;0.116
1;Doha;Teheran;137800;0.171
1;Doha;Tokio;505600;0.038
1;Doha;Tunis;198200;0.071
1;Doha;Wenecja;204700;0.059
1;Doha;Warszawa;361900;0.086
1;Doha;Waszyngton;669700;0.073
1;Doha;Wiedeń;357300;0.06
1;Doha;Windhuk;183900;0.102
1;Doha;Erywań;44200;0.054
1;Doha;Zagrzeb;186900;0.103
1;Doha;Zanzibar;89200;0.1
1;Doha;Zurych;434900;0.064
1;Dual;Bangui;19900;1.29
1;Dual;Kigali;21500;0.174
1;Dual;Libreville;8000;0.615
1;Dual;Malabo;4200;1.266
1;Dual;Ndżamena;19500;0.819
1;Dżudda;Abu;290400;0.195
1;Dżudda;Addis;140000;0.135
1;Dżudda;Algier;170900;0.089
1;Dżudda;Amman;181900;0.254
1;Dżudda;Ankara;63600;0.093
1;Dżudda;Bagdad;28200;0.054
1;Dżudda;Bejrut;133900;0.16
1;Dżudda;Casablanca;510600;0.165
1;Dżudda;Czennaj;80900;0.038
1;Dżudda;Kolombo;263500;0.088
1;Dżudda;Delhi;446200;0.137
1;Dżudda;Dubaj;1090600;0.34
1;Dżudda;Frankfurt;220800;0.033
1;Dżudda;Stambuł;696400;0.205
1;Dżudda;Dżakarta;2386500;0.361
1;Dżudda;Johannesburg;159500;0.043
1;Dżudda;Kair;973300;0.94
1;Dżudda;Chartum;224100;0.662
1;Dżudda;Kuala;1614100;0.169
1;Dżudda;Kuwejt;355100;0.348
1;Dżudda;Los;675900;0.047
1;Dżudda;Mediolan;37000;0.01
1;Dżudda;Manila;583600;0.068
1;Dżudda;Mumbaj;568200;0.229
1;Dżudda;Monachium;39200;0.008
1;Dżudda;Maskat;444300;0.278
1;Dżudda;Nairobi;35000;0.025
1;Dżudda;Paryż;225900;0.031
1;Dżudda;Singapur;375700;0.031
1;Dżudda;Trypolis;67600;0.124
1;Dżudda;Tunis;235600;0.141
1;Dubaj;Abudża;302300;0.154
1;Dubaj;Astana;128000;0.076
1;Dubaj;Baku;211800;0.153
1;Dubaj;Bukareszt;143800;0.032
1;Dubaj;Cebu;197700;0.034
1;Dubaj;Chengdu;166200;0.035
1;Dubaj;Chicago;792900;0.045
1;Dubaj;Dar;359700;0.19
1;Dubaj;Denpasar;850200;0.081
1;Dubaj;Dhaka;772900;0.203
1;Dubaj;Dżibuti;36800;0.071
1;Dubaj;Duszanbe;42300;0.05
1;Dubaj;Frankfurt;1351700;0.091
1;Dubaj;Genewa;612500;0.078
1;Dubaj;Glasgow;801200;0.169
1;Dubaj;Hamburg;693600;0.108
1;Dubaj;Hanoi;382500;0.057
1;Dubaj;Harare;175100;0.077
1;Dubaj;Helsinki;201500;0.027
1;Dubaj;Ho;377500;0.045
1;Dubaj;Hongkong;2001700;0.105
1;Dubaj;Houston;1041700;0.054
1;Dubaj;Islamabad;344800;0.244
1;Dubaj;Johannesburg;1895000;0.229
1;Dubaj;Kair;835600;0.215
1;Dubaj;Kampala;382700;0.199
1;Dubaj;Karaczi;514000;0.551
1;Dubaj;Chartum;287600;0.167
1;Dubaj;Kraków;100600;0.024
1;Dubaj;Kuala;1293300;0.091
1;Dubaj;Kunming;165200;0.04
1;Dubaj;Kuwejt;654200;0.484
1;Dubaj;Lagos;777000;0.188
1;Dubaj;Larnaka;82700;0.036
1;Dubaj;Lizbona;792700;0.066
1;Dubaj;Londyn;3394600;0.182
1;Dubaj;Los;1117900;0.041
1;Dubaj;Luanda;327600;0.104
1;Dubaj;Lusaka;172600;0.088
1;Dubaj;Madryt;897700;0.064
1;Dubaj;Mediolan;886200;0.103
1;Dubaj;Male;607800;0.244
1;Dubaj;Malta;142800;0.035
1;Dubaj;Manchester;1375400;0.128
1;Dubaj;Manila;2090600;0.16
1;Dubaj;Mauritius;842800;0.222
1;Dubaj;Melbourne;2352700;0.158
1;Dubaj;Mogadiszu;25100;0.037
1;Dubaj;Moskwa;299300;0.04
1;Dubaj;Mumbaj;1196300;0.465
1;Dubaj;Monachium;1037900;0.094
1;Dubaj;Nicea;392500;0.069
1;Dubaj;Orlando;557500;0.043
1;Dubaj;Osaka;634000;0.044
1;Dubaj;Oslo;363300;0.045
1;Dubaj;Pekin;1266700;0.105
1;Dubaj;Perth;919600;0.129
1;Dubaj;Phuket;515900;0.087
1;Dubaj;Porto;80500;0.011
1;Dubaj;Praga;627400;0.09
1;Dubaj;Qingdao;54400;0.011
1;Dubaj;Rangun;163500;0.045
1;Dubaj;Rijad;641700;0.538
1;Dubaj;Rio;351900;0.038
1;Dubaj;Rzym;806300;0.085
1;Dubaj;San;1086000;0.055
1;Dubaj;Santiago;168800;0.009
1;Dubaj;São;1054800;0.06
1;Dubaj;Sarajewo;126600;0.078
1;Dubaj;Seattle;818300;0.07
1;Dubaj;Seul;822900;0.039
1;Dubaj;Seszele;414500;0.29
1;Dubaj;Szanghaj;1458300;0.096
1;Dubaj;Shenzhen;176700;0.031
1;Dubaj;Singapur;1586900;0.087
1;Dubaj;Sofia;63200;0.019
1;Dubaj;Petersburg;273600;0.066
1;Dubaj;Tajpej;550300;0.033
1;Dubaj;Taszkent;87200;0.054
1;Dubaj;Tbilisi;135400;0.088
1;Dubaj;Tokio;659900;0.036
1;Dubaj;Toronto;964400;0.04
1;Dubaj;Tunis;272300;0.063
1;Dubaj;Wenecja;291700;0.055
1;Dubaj;Warszawa;279500;0.044
1;Dubaj;Waszyngton;952100;0.071
1;Dubaj;Wiedeń;599000;0.066
1;Dubaj;Erywań;53700;0.042
1;Dubaj;Zagrzeb;194700;0.07
1;Dubaj;Zanzibar;161300;0.121
1;Dubaj;Zurych;877500;0.085
1;Dublin;Boston;658100;0.198
1;Dublin;Bukareszt;88400;0.044
1;Dublin;Calgary;58700;0.016
1;Dublin;Chicago;1102700;0.206
1;Dublin;Kiszyniów;59700;0.06
1;Dublin;Dubaj;787200;0.062
1;Dublin;Frankfurt;261500;0.131
1;Dublin;Genewa;53600;0.047
1;Dublin;Glasgow;43000;0.299
1;Dublin;Hamburg;63400;0.075
1;Dublin;Helsinki;61800;0.031
1;Dublin;Hongkong;227800;0.012
1;Dublin;Ibiza;20200;0.025
1;Dublin;Stambuł;164200;0.034
1;Dublin;Kraków;80200;0.072
1;Dublin;Las;293100;0.097
1;Dublin;Lizbona;216100;0.112
1;Dublin;Londyn;255000;0.279
1;Dublin;Los;335000;0.033
1;Dublin;Luksemburg;28500;0.059
1;Dublin;Madryt;231900;0.107
1;Dublin;Mediolan;59100;0.039
1;Dublin;Malaga;309800;0.188
1;Dublin;Malta;50600;0.033
1;Dublin;Manchester;76800;0.256
1;Dublin;Miami;115300;0.015
1;Dublin;Minneapolis;304900;0.095
1;Dublin;Moskwa;63700;0.019
1;Dublin;Monachium;250300;0.125
1;Dublin;Nowy;948800;0.13
1;Dublin;Nicea;70000;0.067
1;Dublin;Orlando;175600;0.043
1;Dublin;Oslo;52300;0.043
1;Dublin;Palma;85000;0.051
1;Dublin;Pekin;71600;0.007
1;Dublin;Filadelfia;563700;0.197
1;Dublin;Porto;30600;0.031
1;Dublin;Praga;80400;0.059
1;Dublin;Reykjavík;61700;0.069
1;Dublin;Ryga;72600;0.06
1;Dublin;Rzym;103700;0.042
1;Dublin;San;431600;0.058
1;Dublin;Seattle;188400;0.044
1;Dublin;Sofia;35400;0.025
1;Dublin;Toronto;576700;0.084
1;Dublin;Vancouver;69300;0.011
1;Dublin;Wenecja;37900;0.033
1;Dublin;Wilno;28100;0.029
1;Dublin;Waszyngton;491600;0.127
1;Dublin;Wiedeń;105200;0.048
1;Dublin;Zurych;107600;0.067
1;Duszanbe;Petersburg;95400;0.227
1;Duszanbe;Taszkent;3400;0.121
1;Edmonton;Las;164500;0.861
1;Edmonton;Phoenix;75600;0.425
1;Fidżi;Auckland;278900;0.653
1;Fidżi;Brisbane;161200;0.389
1;Fidżi;Melbourne;180600;0.234
1;Fidżi;San;154000;0.074
1;Fidżi;Singapur;105100;0.026
1;Fidżi;Sydney;476900;0.607
1;Fidżi;Tokio;102000;0.04
1;Fidżi;Wellington;25700;0.168
1;Fort-de-France;Paryż;98100;0.037
1;Frankfurt;Ałmaty;221700;0.078
1;Frankfurt;Astana;221600;0.114
1;Frankfurt;Baku;45300;0.02
1;Frankfurt;Bangkok;1783800;0.083
1;Frankfurt;Bukareszt;168000;0.102
1;Frankfurt;Calgary;437200;0.073
1;Frankfurt;Czennaj;383800;0.065
1;Frankfurt;Chicago;1338600;0.148
1;Frankfurt;Kiszyniów;62700;0.074
1;Frankfurt;Genewa;74900;0.119
1;Frankfurt;Glasgow;30900;0.041
1;Frankfurt;Halifax;52500;0.035
1;Frankfurt;Hanoi;321300;0.033
1;Frankfurt;Hawana;165000;0.025
1;Frankfurt;Helsinki;234300;0.108
1;Frankfurt;Heraklion;109200;0.075
1;Frankfurt;Ho;247100;0.02
1;Frankfurt;Hongkong;1035800;0.041
1;Frankfurt;Houston;1037400;0.098
1;Frankfurt;Ibiza;34900;0.038
1;Frankfurt;Stambuł;479600;0.11
1;Frankfurt;Johannesburg;999700;0.104
1;Frankfurt;Kijów;218300;0.131
1;Frankfurt;Kuala;131700;0.006
1;Frankfurt;Kuwejt;202100;0.037
1;Frankfurt;Lagos;102200;0.035
1;Frankfurt;Larnaka;77600;0.035
1;Frankfurt;Las;236300;0.041
1;Frankfurt;Lizbona;449500;0.143
1;Frankfurt;Lublana;27200;0.102
1;Frankfurt;Londyn;342200;0.18
1;Frankfurt;Los;959200;0.059
1;Frankfurt;Luanda;122500;0.041
1;Frankfurt;Luksemburg;13400;0.106
1;Frankfurt;Madryt;411800;0.136
1;Frankfurt;Mediolan;86800;0.113
1;Frankfurt;Malabo;109800;0.087
1;Frankfurt;Male;127400;0.023
1;Frankfurt;Malta;172600;0.121
1;Frankfurt;Mauritius;312000;0.053
1;Frankfurt;Meksyk;594900;0.044
1;Frankfurt;Miami;547700;0.043
1;Frankfurt;Minneapolis;458500;0.085
1;Frankfurt;Mińsk;41600;0.045
1;Frankfurt;Montreal;445900;0.064
1;Frankfurt;Moskwa;223600;0.064
1;Frankfurt;Maskat;204400;0.03
1;Frankfurt;Nairobi;201200;0.036
1;Frankfurt;Nowy;1467200;0.116
1;Frankfurt;Nicea;73100;0.1
1;Frankfurt;Orlando;475800;0.07
1;Frankfurt;Osaka;135800;0.009
1;Frankfurt;Oslo;196700;0.128
1;Frankfurt;Palma;371800;0.21
1;Frankfurt;Panama;344600;0.029
1;Frankfurt;Pekin;2093700;0.152
1;Frankfurt;Filadelfia;350400;0.071
1;Frankfurt;Phoenix;84600;0.018
1;Frankfurt;Phuket;115100;0.012
1;Frankfurt;Podgorica;11500;0.027
1;Frankfurt;Porto;206600;0.121
1;Frankfurt;Praga;67000;0.123
1;Frankfurt;Punta;211200;0.033
1;Frankfurt;Qingdao;164400;0.029
1;Frankfurt;Reykjavík;170100;0.083
1;Frankfurt;Rijad;140900;0.028
1;Frankfurt;Ryga;103400;0.091
1;Frankfurt;Rio;607300;0.095
1;Frankfurt;San;1985700;0.167
1;Frankfurt;Santo;95200;0.018
1;Frankfurt;São;1244800;0.103
1;Frankfurt;Seattle;681700;0.099
1;Frankfurt;Seul;1699200;0.074
1;Frankfurt;Seszele;80800;0.029
1;Frankfurt;Szanghaj;1913800;0.107
1;Frankfurt;Shenzhen;150900;0.02
1;Frankfurt;Singapur;1731700;0.063
1;Frankfurt;Sofia;187900;0.165
1;Frankfurt;Petersburg;137300;0.095
1;Frankfurt;Tajpej;530800;0.026
1;Frankfurt;Tallinn;119400;0.144
1;Frankfurt;Teheran;304500;0.092
1;Frankfurt;Tokio;313500;0.017
1;Frankfurt;Toronto;1218400;0.103
1;Frankfurt;Tunis;100700;0.082
1;Frankfurt;Vancouver;790000;0.078
1;Frankfurt;Wenecja;88400;0.149
1;Frankfurt;Wilno;89100;0.106
1;Frankfurt;Warszawa;151500;0.129
1;Frankfurt;Waszyngton;1133800;0.171
1;Frankfurt;Wiedeń;232900;0.204
1;Frankfurt;Windhuk;411400;0.148
1;Frankfurt;Zagrzeb;78300;0.186
1;Frankfurt;Zanzibar;76800;0.038
1;Frankfurt;Zurych;70800;0.133
1;Freetown;Akra;25100;0.455
1;Freetown;Casablanca;36700;0.169
1;Freetown;Monrovia;6500;1.301
1;Fukuoka;Busan;53600;0.732
1;Fukuoka;Hanoi;89200;0.09
1;Fukuoka;Helsinki;64800;0.019
1;Fukuoka;Ho;55700;0.039
1;Fukuoka;Hongkong;329500;0.183
1;Fukuoka;Honolulu;81100;0.047
1;Fukuoka;Kuala;130400;0.041
1;Fukuoka;Makau;27400;0.045
1;Fukuoka;Manila;140500;0.117
1;Fukuoka;Pekin;45000;0.056
1;Fukuoka;Qingdao;18900;0.09
1;Fukuoka;Szanghaj;101000;0.183
1;Fukuoka;Singapur;258100;0.067
1;Fukuoka;Tajpej;320600;0.355
1;Funchal;Frankfurt;69300;0.063
1;Funchal;Manchester;67300;0.109
1;Funchal;Monachium;46000;0.051
1;Funchal;Warszawa;34500;0.048
1;Funchal;Zurych;27300;0.037
1;Gaborone;Johannesburg;35000;1.266
1;Genewa;Bukareszt;22200;0.024
1;Genewa;Dżudda;54500;0.016
1;Genewa;Hamburg;17300;0.034
1;Genewa;Helsinki;61400;0.042
1;Genewa;Heraklion;30100;0.042
1;Genewa;Ibiza;14300;0.045
1;Genewa;Stambuł;172400;0.074
1;Genewa;Kijów;36000;0.035
1;Genewa;Kraków;11000;0.022
1;Genewa;Lizbona;265100;0.203
1;Genewa;Londyn;277100;0.243
1;Genewa;Luksemburg;10300;0.073
1;Genewa;Madryt;157800;0.141
1;Genewa;Manchester;75700;0.09
1;Genewa;Montreal;164600;0.045
1;Genewa;Moskwa;153900;0.071
1;Genewa;Monachium;48900;0.093
1;Genewa;Nowy;244100;0.037
1;Genewa;Nicea;33900;0.213
1;Genewa;Oslo;28900;0.026
1;Genewa;Palma;40800;0.07
1;Genewa;Pekin;135900;0.018
1;Genewa;Porto;240600;0.342
1;Genewa;Praga;13400;0.026
1;Genewa;Reykjavík;30500;0.026
1;Genewa;Rijad;44600;0.017
1;Genewa;Ryga;15100;0.019
1;Genewa;Rzym;66400;0.098
1;Genewa;Sofia;12700;0.021
1;Genewa;Tel;116100;0.05
1;Genewa;Wenecja;12600;0.048
1;Genewa;Warszawa;54200;0.063
1;Genewa;Waszyngton;197200;0.057
1;Genewa;Wiedeń;80600;0.103
1;George;Atlanta;99500;0.273
1;George;Chicago;39000;0.071
1;George;Hawana;3800;0.068
1;George;Kingston;13400;0.347
1;George;Londyn;142600;0.039
1;George;Miami;89700;0.459
1;George;Nassau;9600;0.122
1;George;Nowy;85900;0.104
1;George;Toronto;42100;0.051
1;Georgetown;Miami;217800;0.441
1;Georgetown;Panama;55800;0.192
1;Georgetown;Piarco;24800;0.91
1;Gibraltar;Londyn;92500;0.213
1;Gibraltar;Manchester;25500;0.095
1;Glasgow;Amsterdam;83100;0.164
1;Glasgow;Bukareszt;31300;0.042
1;Glasgow;Heraklion;32600;0.056
1;Glasgow;Kraków;17300;0.043
1;Glasgow;Larnaka;47800;0.058
1;Glasgow;Malaga;119000;0.167
1;Glasgow;Monachium;22000;0.029
1;Glasgow;Nowy;97700;0.035
1;Glasgow;Palma;95400;0.135
1;Glasgow;Praga;12900;0.026
1;Glasgow;Reykjavík;40500;0.133
1;Glasgow;Toronto;221700;0.085
1;Glasgow;Wenecja;14300;0.032
1;Kanton;Auckland;630300;0.113
1;Kanton;Busan;41500;0.037
1;Kanton;Cebu;50800;0.074
1;Kanton;Christchurch;290900;0.127
1;Kanton;Kolombo;177200;0.077
1;Kanton;Denpasar;658700;0.278
1;Kanton;Dhaka;172000;0.145
1;Kanton;Doha;504600;0.069
1;Kanton;Dżudda;167900;0.025
1;Kanton;Dubaj;857100;0.087
1;Kanton;Frankfurt;156800;0.012
1;Kanton;Hanoi;127300;0.257
1;Kanton;Helsinki;143100;0.024
1;Kanton;Ho;262700;0.238
1;Kanton;Hongkong;10800;0.052
1;Kanton;Stambuł;468000;0.046
1;Kanton;Kigali;84500;0.037
1;Kanton;Kuala;698600;0.221
1;Kanton;Los;1105800;0.099
1;Kanton;Melbourne;729600;0.16
1;Kanton;Mumbaj;37200;0.014
1;Kanton;Maskat;121300;0.03
1;Kanton;Paryż;501600;0.036
1;Kanton;Perth;146800;0.064
1;Kanton;Phnom;319600;0.438
1;Kanton;Phuket;290500;0.219
1;Kanton;Rangun;74500;0.097
1;Kanton;Rijad;194400;0.045
1;Kanton;Rzym;321200;0.034
1;Kanton;Singapur;866400;0.222
1;Kanton;Sydney;768500;0.136
1;Kanton;Teheran;155500;0.053
1;Kanton;Tokio;102300;0.032
1;Kanton;Toronto;613900;0.048
1;Kanton;Vancouver;522900;0.074
1;Gwatemala;Atlanta;251100;0.355
1;Gwatemala;Houston;227200;0.435
1;Gwatemala;Managua;11000;0.26
1;Gwatemala;Meksyk;131200;0.377
1;Gwatemala;Miami;196600;0.314
1;Gwatemala;San;4500;0.18
1;Halifax;Chicago;21100;0.075
1;Halifax;Dallas;40000;0.1
1;Hamburg;Bukareszt;32200;0.043
1;Hamburg;Helsinki;48800;0.069
1;Hamburg;Heraklion;67400;0.097
1;Hamburg;Stambuł;239300;0.12
1;Hamburg;Kraków;8200;0.028
1;Hamburg;Lizbona;151700;0.096
1;Hamburg;Londyn;145800;0.157
1;Hamburg;Luksemburg;5700;0.036
1;Hamburg;Madryt;89400;0.055
1;Hamburg;Mediolan;43200;0.072
1;Hamburg;Manchester;45300;0.08
1;Hamburg;Moskwa;91500;0.07
1;Hamburg;Nicea;23100;0.047
1;Hamburg;Oslo;37700;0.089
1;Hamburg;Palma;368800;0.367
1;Hamburg;Porto;27700;0.032
1;Hamburg;Praga;6500;0.023
1;Hamburg;Ryga;21300;0.058
1;Hamburg;Skopje;19800;0.062
1;Hamburg;Sofia;13700;0.025
1;Hamburg;Petersburg;24500;0.049
1;Hamburg;Teheran;90600;0.064
1;Hamburg;Wenecja;23100;0.057
1;Hamburg;Warszawa;27900;0.066
1;Hamburg;Wiedeń;175000;0.289
1;Hamburg;Zurych;165000;0.299
1;Hanoi;Busan;385000;0.325
1;Hanoi;Chengdu;21100;0.054
1;Hanoi;Hongkong;115300;0.117
1;Hanoi;Stambuł;184500;0.025
1;Hanoi;Kunming;5800;0.034
1;Hanoi;Londyn;228400;0.02
1;Hanoi;Makau;22500;0.072
1;Hanoi;Manila;77400;0.064
1;Hanoi;Moskwa;529400;0.107
1;Hanoi;Osaka;299500;0.134
1;Hanoi;Pekin;116200;0.066
1;Hanoi;Phnom;11200;0.03
1;Hanoi;Szanghaj;108100;0.065
1;Hanoi;Shenzhen;89800;0.303
1;Hanoi;Singapur;441400;0.177
1;Hanoi;Sydney;139100;0.031
1;Hanoi;Tajpej;395300;0.262
1;Hanoi;Tokio;451000;0.145
1;Hanoi;Wientian;16900;0.172
1;Harare;Johannesburg;165700;1.151
1;Harare;Lusaka;24800;1.448
1;Harare;Nairobi;51300;0.219
1;Hawana;Cancún;47600;0.222
1;Hawana;Caracas;47900;0.173
1;Hawana;Houston;44300;0.076
1;Hawana;Lima;185000;0.138
1;Hawana;Madryt;1053400;0.215
1;Hawana;Mediolan;108200;0.027
1;Hawana;Miami;130100;0.68
1;Hawana;Moskwa;280700;0.055
1;Hawana;Nassau;4700;0.043
1;Hawana;Nowy;36100;0.027
1;Hawana;Oranjestad;30300;0.074
1;Hawana;Orlando;10500;0.062
1;Hawana;San;29200;0.101
1;Hawana;Santo;14300;0.047
1;Hawana;Toronto;53300;0.04
1;Hawana;Zurych;127000;0.027
1;Helsinki;Bukareszt;18200;0.017
1;Helsinki;Chicago;208100;0.042
1;Helsinki;Hongkong;774600;0.067
1;Helsinki;Stambuł;127900;0.047
1;Helsinki;Kijów;20500;0.031
1;Helsinki;Kopenhaga;241700;0.287
1;Helsinki;Kraków;48900;0.088
1;Helsinki;Lublana;16900;0.042
1;Helsinki;Londyn;464200;0.161
1;Helsinki;Los;151700;0.018
1;Helsinki;Madryt;114500;0.034
1;Helsinki;Mediolan;127900;0.078
1;Helsinki;Manchester;96600;0.061
1;Helsinki;Miami;80600;0.011
1;Helsinki;Moskwa;113400;0.14
1;Helsinki;Monachium;271800;0.155
1;Helsinki;Nowy;311400;0.043
1;Helsinki;Nicea;60200;0.05
1;Helsinki;Osaka;486600;0.072
1;Helsinki;Palma;65200;0.031
1;Helsinki;Phuket;115000;0.025
1;Helsinki;Praga;116700;0.123
1;Helsinki;Reykjavík;167800;0.15
1;Helsinki;Ryga;39200;0.221
1;Helsinki;San;121600;0.02
1;Helsinki;Seul;405500;0.04
1;Helsinki;Szanghaj;520500;0.065
1;Helsinki;Singapur;492200;0.037
1;Helsinki;Petersburg;18800;0.141
1;Helsinki;Sztokholm;177700;0.548
1;Helsinki;Tallinn;9400;0.306
1;Helsinki;Tel;53000;0.02
1;Helsinki;Tokio;909300;0.11
1;Helsinki;Wilno;24900;0.108
1;Helsinki;Warszawa;46200;0.07
1;Helsinki;Wiedeń;80900;0.056
1;Helsinki;Zurych;111600;0.063
1;Heraklion;Mediolan;29500;0.04
1;Heraklion;Manchester;139900;0.112
1;Heraklion;Moskwa;82900;0.074
1;Heraklion;Monachium;105600;0.107
1;Heraklion;Praga;70600;0.108
1;Heraklion;Tel;45800;0.118
1;Heraklion;Wiedeń;27600;0.036
1;Heraklion;Zurych;59900;0.064
1;Ho;Kuala;342400;0.305
1;Ho;Moskwa;181900;0.028
1;Ho;Phnom;16900;0.196
1;Ho;Szanghaj;310300;0.115
1;Ho;Shenzhen;78000;0.128
1;Ho;Singapur;564600;0.397
1;Ho;Sydney;476400;0.105
1;Ho;Wientian;13500;0.064
1;Hongkong;Amman;200800;0.025
1;Hongkong;Auckland;1194000;0.114
1;Hongkong;Bangkok;1815700;0.429
1;Hongkong;Brisbane;802300;0.131
1;Hongkong;Busan;168200;0.077
1;Hongkong;Czennaj;203000;0.067
1;Hongkong;Chicago;1279400;0.075
1;Hongkong;Fidżi;231200;0.056
1;Hongkong;Ho;376800;0.188
1;Hongkong;Stambuł;413300;0.021
1;Hongkong;Johannesburg;1004100;0.081
1;Hongkong;Katmandu;143400;0.066
1;Hongkong;Kuala;1130800;0.193
1;Hongkong;Londyn;4176100;0.142
1;Hongkong;Los;3417400;0.16
1;Hongkong;Madryt;446200;0.019
1;Hongkong;Mediolan;461800;0.03
1;Hongkong;Male;215500;0.061
1;Hongkong;Manchester;493500;0.03
1;Hongkong;Mauritius;114300;0.022
1;Hongkong;Melbourne;1799300;0.211
1;Hongkong;Moskwa;466100;0.036
1;Hongkong;Monachium;667700;0.034
1;Hongkong;Nowy;2143100;0.077
1;Hongkong;Pekin;1579400;0.427
1;Hongkong;Phnom;124700;0.093
1;Hongkong;Phuket;413000;0.166
1;Hongkong;Qingdao;99400;0.083
1;Hongkong;Rangun;111100;0.075
1;Hongkong;Seattle;276300;0.03
1;Hongkong;Seul;1891700;0.324
1;Hongkong;Szanghaj;1295800;0.487
1;Hongkong;Singapur;2275100;0.316
1;Hongkong;Tel;644700;0.052
1;Hongkong;Toronto;1891900;0.077
1;Hongkong;Ułan;96400;0.09
1;Hongkong;Vancouver;2167300;0.16
1;Hongkong;Waszyngton;376000;0.027
1;Hongkong;Władywostok;27700;0.024
1;Hongkong;Xianyang;102500;0.116
1;Hongkong;Zurych;1030900;0.057
1;Honolulu;Fidżi;55500;0.078
1;Honolulu;Kuala;364900;0.052
1;Honolulu;Manila;728800;0.181
1;Honolulu;Melbourne;218300;0.077
1;Honolulu;Osaka;1225000;0.39
1;Honolulu;Pekin;100600;0.024
1;Honolulu;Seul;1319300;0.229
1;Honolulu;Singapur;117700;0.014
1;Honolulu;Tajpej;150100;0.029
1;Honolulu;Tokio;2714200;0.771
1;Honolulu;Vancouver;420800;0.264
1;Houston;Edmonton;132200;0.227
1;Houston;George;60100;0.159
1;Houston;Stambuł;552400;0.048
1;Houston;Lima;184800;0.069
1;Houston;Londyn;1266200;0.117
1;Houston;Managua;59400;0.169
1;Houston;Manchester;236300;0.04
1;Houston;Meksyk;410000;0.491
1;Houston;Montreal;93000;0.064
1;Houston;Monachium;553300;0.064
1;Houston;Nassau;82400;0.145
1;Houston;Punta;96800;0.079
1;Houston;Quito;87000;0.095
1;Houston;San;190500;0.366
1;Houston;Singapur;491300;0.024
1;Houston;Sydney;803600;0.089
1;Houston;Tajpej;706500;0.053
1;Houston;Tokio;966500;0.096
1;Ibiza;Amsterdam;100300;0.097
1;Ibiza;Bruksela;17000;0.029
1;Ibiza;Glasgow;40300;0.117
1;Ibiza;Londyn;31400;0.03
1;Ibiza;Mediolan;56400;0.146
1;Ibiza;Monachium;38500;0.054
1;Ibiza;Wiedeń;32300;0.043
1;Ibiza;Zurych;19600;0.037
1;Islamabad;Abu;216900;0.297
1;Islamabad;Dżudda;717500;0.521
1;Islamabad;Stambuł;192200;0.087
1;Islamabad;Kabul;4400;0.127
1;Islamabad;Kuwejt;32800;0.042
1;Islamabad;Londyn;307900;0.073
1;Islamabad;Manchester;339900;0.142
1;Islamabad;Maskat;77600;0.137
1;Islamabad;Rijad;199300;0.263
1;Stambuł;Antananarywa;106300;0.057
1;Stambuł;Astana;144700;0.105
1;Stambuł;Bagdad;321800;0.364
1;Stambuł;Bamako;77300;0.058
1;Stambuł;Bukareszt;71600;0.155
1;Stambuł;Chicago;529500;0.052
1;Stambuł;Kiszyniów;40700;0.125
1;Stambuł;Dar;159700;0.081
1;Stambuł;Delhi;459200;0.083
1;Stambuł;Dhaka;298700;0.061
1;Stambuł;Dżibuti;65700;0.093
1;Stambuł;Dual;76600;0.061
1;Stambuł;Dubaj;665300;0.081
1;Stambuł;Duszanbe;90400;0.08
1;Stambuł;Ho;215000;0.023
1;Stambuł;Johannesburg;183800;0.025
1;Stambuł;Kabul;217100;0.164
1;Stambuł;Kampala;116800;0.065
1;Stambuł;Karaczi;184900;0.078
1;Stambuł;Katmandu;206500;0.062
1;Stambuł;Chartum;99200;0.069
1;Stambuł;Kijów;210200;0.213
1;Stambuł;Kigali;121900;0.065
1;Stambuł;Kuala;409300;0.025
1;Stambuł;Kuwejt;443500;0.169
1;Stambuł;Lagos;220800;0.09
1;Stambuł;Lizbona;187700;0.039
1;Stambuł;Lublana;60900;0.121
1;Stambuł;Londyn;767700;0.118
1;Stambuł;Los;651100;0.038
